,id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
549,4,21,female,medium,0,0,,Hand_0000674.jpg,0
550,4,21,female,medium,0,0,,Hand_0000675.jpg,0
551,4,21,female,medium,0,0,,Hand_0000676.jpg,0
552,4,21,female,medium,0,0,,Hand_0000677.jpg,0
553,4,21,female,medium,0,0,,Hand_0000678.jpg,0
554,4,21,female,medium,0,0,,Hand_0000679.jpg,0
555,4,21,female,medium,0,0,,Hand_0000680.jpg,0
556,4,21,female,medium,0,0,,Hand_0000681.jpg,0
778,529,22,female,fair,0,0,,Hand_0000941.jpg,0
779,529,22,female,fair,0,0,,Hand_0000942.jpg,0
780,529,22,female,fair,0,0,,Hand_0000950.jpg,0
781,529,22,female,fair,0,0,,Hand_0000951.jpg,0
782,529,22,female,fair,0,0,,Hand_0000952.jpg,0
783,529,22,female,fair,0,0,,Hand_0000953.jpg,0
784,529,22,female,fair,0,0,,Hand_0000954.jpg,0
785,529,22,female,fair,0,0,,Hand_0000955.jpg,0
786,529,22,female,fair,0,0,,Hand_0000956.jpg,0
787,529,22,female,fair,0,0,,Hand_0000957.jpg,0
788,529,22,female,fair,0,0,,Hand_0000958.jpg,0
789,529,22,female,fair,0,0,,Hand_0000959.jpg,0
797,27,23,male,fair,0,0,,Hand_0000970.jpg,0
798,27,23,male,fair,0,0,,Hand_0000971.jpg,0
799,27,23,male,fair,0,0,,Hand_0000972.jpg,0
800,27,23,male,fair,0,0,,Hand_0000973.jpg,0
815,27,23,male,fair,0,0,,Hand_0000989.jpg,1
819,27,23,male,fair,0,0,,Hand_0000993.jpg,1
820,27,23,male,fair,0,0,,Hand_0000994.jpg,1
821,27,23,male,fair,0,0,,Hand_0000995.jpg,1
822,27,23,male,fair,0,0,,Hand_0000996.jpg,1
823,27,23,male,fair,0,0,,Hand_0000997.jpg,1
824,27,23,male,fair,0,0,,Hand_0000998.jpg,1
825,27,23,male,fair,0,0,,Hand_0000999.jpg,1
6204,1556,22,female,medium,1,0,,Hand_0006637.jpg,0
6205,1556,22,female,medium,1,0,,Hand_0006638.jpg,0
6206,1556,22,female,medium,1,0,,Hand_0006639.jpg,0
6207,1556,22,female,medium,1,0,,Hand_0006640.jpg,0
6208,1556,22,female,medium,1,0,,Hand_0006641.jpg,0
6209,1556,22,female,medium,1,0,,Hand_0006642.jpg,0
6210,1556,22,female,medium,1,0,,Hand_0006643.jpg,0
6211,1556,22,female,medium,1,0,,Hand_0006644.jpg,0
6212,1556,22,female,medium,1,0,,Hand_0006645.jpg,0
6213,1556,22,female,medium,1,0,,Hand_0006646.jpg,0
6214,1556,22,female,medium,1,0,,Hand_0006647.jpg,0
6215,1556,22,female,medium,1,0,,Hand_0006648.jpg,0
6216,1556,22,female,medium,1,0,,Hand_0006649.jpg,0
6217,1556,22,female,medium,1,0,,Hand_0006650.jpg,0
6218,1556,22,female,medium,1,0,,Hand_0006651.jpg,0
7270,1516,20,male,fair,0,0,,Hand_0007734.jpg,0
7271,1516,20,male,fair,0,0,,Hand_0007735.jpg,0
7272,1516,20,male,fair,0,0,,Hand_0007736.jpg,0
7315,1516,20,male,fair,0,0,,Hand_0007779.jpg,0
7316,1516,20,male,fair,0,0,,Hand_0007780.jpg,0
7317,1516,20,male,fair,0,0,,Hand_0007781.jpg,0
7318,1516,20,male,fair,0,0,,Hand_0007782.jpg,0
7319,1516,20,male,fair,0,0,,Hand_0007783.jpg,0
7320,1516,20,male,fair,0,0,,Hand_0007784.jpg,0
7321,1516,20,male,fair,0,0,,Hand_0007785.jpg,0
7322,1516,20,male,fair,0,0,,Hand_0007786.jpg,0
7323,1516,20,male,fair,0,0,,Hand_0007787.jpg,0
7324,1516,20,male,fair,0,0,,Hand_0007788.jpg,0
7325,1516,20,male,fair,0,0,,Hand_0007789.jpg,0
7326,1516,20,male,fair,0,0,,Hand_0007790.jpg,0
7327,1516,20,male,fair,0,0,,Hand_0007791.jpg,0
7328,1516,20,male,fair,0,0,,Hand_0007792.jpg,0
7329,1516,20,male,fair,0,0,,Hand_0007793.jpg,0
7330,1516,20,male,fair,0,0,,Hand_0007794.jpg,0
7331,1516,20,male,fair,0,0,,Hand_0007795.jpg,0
7332,1516,20,male,fair,0,0,,Hand_0007796.jpg,0
7333,1516,20,male,fair,0,0,,Hand_0007797.jpg,0
7334,1516,20,male,fair,0,0,,Hand_0007798.jpg,0
7335,1516,20,male,fair,0,0,,Hand_0007799.jpg,0
7412,1539,21,female,medium,1,0,,Hand_0007877.jpg,0
7413,1539,21,female,medium,1,0,,Hand_0007878.jpg,0
7414,1539,21,female,medium,1,0,,Hand_0007879.jpg,0
7415,1539,21,female,medium,1,0,,Hand_0007880.jpg,0
7416,1539,21,female,medium,1,0,,Hand_0007881.jpg,0
7417,1539,21,female,medium,1,0,,Hand_0007882.jpg,0
7418,1539,21,female,medium,1,0,,Hand_0007883.jpg,0
7419,1539,21,female,medium,1,0,,Hand_0007884.jpg,0
7420,1539,21,female,medium,1,0,,Hand_0007885.jpg,0
7421,1539,21,female,medium,1,0,,Hand_0007886.jpg,0
7422,1539,21,female,medium,1,0,,Hand_0007887.jpg,0
7423,1539,21,female,medium,1,0,,Hand_0007888.jpg,0
7435,1539,21,female,medium,0,0,,Hand_0007900.jpg,0
7436,1539,21,female,medium,0,0,,Hand_0007901.jpg,0
7437,1539,21,female,medium,0,0,,Hand_0007902.jpg,0
7438,1539,21,female,medium,0,0,,Hand_0007903.jpg,0
7439,1539,21,female,medium,0,0,,Hand_0007904.jpg,0
7440,1539,21,female,medium,0,0,,Hand_0007905.jpg,0
7441,1539,21,female,medium,0,0,,Hand_0007906.jpg,0
7442,1539,21,female,medium,0,0,,Hand_0007907.jpg,0
7443,1539,21,female,medium,0,0,,Hand_0007908.jpg,0
7444,1539,21,female,medium,0,0,,Hand_0007909.jpg,0
7445,1539,21,female,medium,0,0,,Hand_0007910.jpg,0
7446,1539,21,female,medium,0,0,,Hand_0007911.jpg,0
7447,1539,21,female,medium,0,0,,Hand_0007912.jpg,0
7448,1539,21,female,medium,0,0,,Hand_0007913.jpg,0
7449,1539,21,female,medium,0,0,,Hand_0007914.jpg,0
7450,1539,21,female,medium,0,0,,Hand_0007915.jpg,0
7451,1539,21,female,medium,0,0,,Hand_0007916.jpg,0
